ssssffff
sffff
¦r¬q2,¦r¬q1,¦r¬q3,¦r¬q4,¦r¬q5,¦r¬q6,‹ï­±??
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.5642
        ","
          16.7298
        ","
          04/13 01:27:40
        ","
          04/14 00:12:08
        ","
          5.00%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.5558
        ","
          16.7213
        ","
          04/13 01:27:23
        ","
          04/14 00:12:08
        ","
          5.00%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (15X) 
            °µ¦h
          ","
          40670.02
        ","
          40866.33
        ","
          04/12 00:01:20
        ","
          04/13 22:16:13
        ","
          7.24%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (15X) 
            °µ¦h
          ","
          40639.34
        ","
          40871.92
        ","
          04/12 00:01:17
        ","
          04/13 22:16:12
        ","
          8.58%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (15X) 
            °µ¦h
          ","
          40640.42
        ","
          40858.94
        ","
          04/12 00:01:15
        ","
          04/13 22:16:10
        ","
          8.06%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (15X) 
            °µ¦h
          ","
          40641.63
        ","
          40814.11
        ","
          04/12 00:01:13
        ","
          04/13 22:16:08
        ","
          6.36%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (15X) 
            °µ¦h
          ","
          40644.60
        ","
          40800.07
        ","
          04/12 00:01:11
        ","
          04/13 22:16:06
        ","
          5.72%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (15X) 
            °µ¦h
          ","
          40646.68
        ","
          40771.98
        ","
          04/12 00:01:07
        ","
          04/13 22:16:03
        ","
          4.62%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (15X) 
            °µ¦h
          ","
          40632.08
        ","
          40779.07
        ","
          04/12 00:01:05
        ","
          04/13 22:15:57
        ","
          5.42%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (15X) 
            °µ¦h
          ","
          40635.65
        ","
          40771.24
        ","
          04/12 00:01:04
        ","
          04/13 22:15:55
        ","
          5.00%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (15X) 
            °µ¦h
          ","
          40634.33
        ","
          40767.84
        ","
          04/12 00:01:02
        ","
          04/13 22:15:53
        ","
          4.92%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (15X) 
            °µ¦h
          ","
          40649.34
        ","
          40765.54
        ","
          04/12 00:01:00
        ","
          04/13 22:15:52
        ","
          4.27%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43414.05
        ","
          41457.78
        ","
          04/09 01:03:47
        ","
          04/11 17:59:50
        ","
          -100.00%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43400.43
        ","
          41455.49
        ","
          04/09 01:03:31
        ","
          04/11 17:59:50
        ","
          -100.00%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43416.16
        ","
          41455.49
        ","
          04/09 01:03:42
        ","
          04/11 17:59:50
        ","
          -100.00%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43415.88
        ","
          41500.44
        ","
          04/09 01:03:45
        ","
          04/11 17:59:50
        ","
          -100.00%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43413.67
        ","
          41458.19
        ","
          04/09 01:03:53
        ","
          04/11 17:59:50
        ","
          -100.00%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43414.36
        ","
          41500.44
        ","
          04/09 01:03:57
        ","
          04/11 17:59:50
        ","
          -100.00%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43400.55
        ","
          41469.50
        ","
          04/09 01:03:33
        ","
          04/11 17:59:49
        ","
          -100.00%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43403.09
        ","
          41500.44
        ","
          04/09 01:03:29
        ","
          04/11 17:59:49
        ","
          -100.00%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43416.01
        ","
          41507.06
        ","
          04/09 01:03:40
        ","
          04/11 17:59:49
        ","
          -100.00%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43414.41
        ","
          41507.06
        ","
          04/09 01:03:49
        ","
          04/11 17:59:49
        ","
          -100.00%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.5702
        ","
          16.8060
        ","
          04/11 01:14:22
        ","
          04/11 01:33:11
        ","
          7.10%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.5660
        ","
          16.8057
        ","
          04/11 01:14:24
        ","
          04/11 01:33:09
        ","
          7.23%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.5680
        ","
          16.8075
        ","
          04/11 01:14:26
        ","
          04/11 01:33:07
        ","
          7.22%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.5640
        ","
          16.8075
        ","
          04/11 01:14:27
        ","
          04/11 01:33:05
        ","
          7.35%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.5646
        ","
          16.8069
        ","
          04/11 01:14:30
        ","
          04/11 01:33:03
        ","
          7.31%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          42860.99
        ","
          43080.49
        ","
          04/11 01:15:11
        ","
          04/11 01:24:46
        ","
          10.24%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          42857.96
        ","
          43076.75
        ","
          04/11 01:15:13
        ","
          04/11 01:24:44
        ","
          10.20%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          42846.89
        ","
          43068.81
        ","
          04/11 01:15:18
        ","
          04/11 01:24:42
        ","
          10.35%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          42844.94
        ","
          43069.38
        ","
          04/11 01:15:20
        ","
          04/11 01:24:41
        ","
          10.47%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          42839.03
        ","
          43070.44
        ","
          04/11 01:15:25
        ","
          04/11 01:24:39
        ","
          10.80%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.2723
        ","
          16.7078
        ","
          04/10 00:05:42
        ","
          04/10 05:57:12
        ","
          13.38%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.2721
        ","
          16.7091
        ","
          04/10 00:05:44
        ","
          04/10 05:57:10
        ","
          13.42%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.2692
        ","
          16.7121
        ","
          04/10 00:05:45
        ","
          04/10 05:57:06
        ","
          13.61%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.2696
        ","
          16.7121
        ","
          04/10 00:05:47
        ","
          04/10 05:57:04
        ","
          13.59%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.2696
        ","
          16.7121
        ","
          04/10 00:05:48
        ","
          04/10 05:57:03
        ","
          13.59%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.2789
        ","
          16.7121
        ","
          04/10 00:05:56
        ","
          04/10 05:57:01
        ","
          13.30%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.2787
        ","
          16.7161
        ","
          04/10 00:05:58
        ","
          04/10 05:56:58
        ","
          13.43%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.2810
        ","
          16.7159
        ","
          04/10 00:06:00
        ","
          04/10 05:56:56
        ","
          13.35%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.2869
        ","
          16.7159
        ","
          04/10 00:06:01
        ","
          04/10 05:56:55
        ","
          13.17%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            NEAR/USDT
            (5X) 
            °µ¦h
          ","
          16.2908
        ","
          16.7174
        ","
          04/10 00:06:03
        ","
          04/10 05:56:53
        ","
          13.08%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43449.35
        ","
          43634.09
        ","
          04/08 00:13:02
        ","
          04/08 10:57:06
        ","
          8.50%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43447.82
        ","
          43634.09
        ","
          04/08 00:12:59
        ","
          04/08 10:57:06
        ","
          8.57%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43444.24
        ","
          43634.09
        ","
          04/08 00:12:57
        ","
          04/08 10:57:06
        ","
          8.73%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43442.15
        ","
          43634.09
        ","
          04/08 00:12:55
        ","
          04/08 10:57:06
        ","
          8.83%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43443.78
        ","
          43634.09
        ","
          04/08 00:12:54
        ","
          04/08 10:57:06
        ","
          8.76%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43462.12
        ","
          43634.09
        ","
          04/08 00:12:30
        ","
          04/08 10:57:06
        ","
          7.91%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43465.46
        ","
          43634.09
        ","
          04/08 00:12:29
        ","
          04/08 10:57:06
        ","
          7.75%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43465.34
        ","
          43634.09
        ","
          04/08 00:12:27
        ","
          04/08 10:57:06
        ","
          7.76%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43473.47
        ","
          43634.09
        ","
          04/08 00:12:25
        ","
          04/08 10:57:06
        ","
          7.38%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          43477.24
        ","
          43634.09
        ","
          04/08 00:12:24
        ","
          04/08 10:57:06
        ","
          7.21%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
"
            BTC/USDT
            (20X) 
            °µ¦h
          ","
          44035.72
        ","
          44255.89
        ","
          04/07 00:17:28
        ","
          04/07 02:02:23
        ","
          10.00%
        ",Camera ? ¥æ©ö­û¥«³õ¤ÀªR¡G¥æ©öµ¦²¤ ¦Û°Ê¥æ©ö ¤@Áä¸ò³æ | BingX
